optimizer,step,excess_risk,v_slope,q_eff,trial,a,b,dimension
frozen_rmsprop,2000,0.3734825485763267,1.0,0.5,2,1.5,1.4,4096
frozen_rmsprop,4000,0.22685515520750543,1.0,0.5,2,1.5,1.4,4096
frozen_rmsprop,8000,0.13030283800922446,1.0,0.5,2,1.5,1.4,4096
rmsprop,250,0.5496738596728223,1.0026726598849958,0.5013363299424979,2,1.5,1.4,4096
rmsprop,500,0.32024479529937855,1.014526013535543,0.5072630067677715,2,1.5,1.4,4096
rmsprop,1000,0.1623875500336192,1.0033134921712887,0.5016567460856444,2,1.5,1.4,4096
rmsprop,2000,0.06493775803968463,1.0130247946061575,0.5065123973030787,2,1.5,1.4,4096
rmsprop,4000,0.017133256979343016,1.0041209670340074,0.5020604835170037,2,1.5,1.4,4096
rmsprop,8000,0.0035116730291310932,0.9824246602123758,0.4912123301061879,2,1.5,1.4,4096
adam,250,0.7909651238227715,1.0031024979775804,0.5015512489887902,2,1.5,1.4,4096
adam,500,0.40185590268802407,1.0090650460163966,0.5045325230081983,2,1.5,1.4,4096
adam,1000,0.18661465189151527,1.0082506828177191,0.5041253414088596,2,1.5,1.4,4096
adam,2000,0.07190996753121917,0.9860115292683134,0.4930057646341567,2,1.5,1.4,4096
adam,4000,0.018507942196761905,1.019118385084902,0.509559192542451,2,1.5,1.4,4096
adam,8000,0.0033965674268571734,0.9907504195993367,0.49537520979966837,2,1.5,1.4,4096
adamw,250,0.7845773747618721,1.0007551459028539,0.5003775729514269,2,1.5,1.4,4096
adamw,500,0.3995013450209855,1.0069184307914294,0.5034592153957147,2,1.5,1.4,4096
adamw,1000,0.18431104048115168,1.0100943605699015,0.5050471802849508,2,1.5,1.4,4096
adamw,2000,0.0710924785522415,0.9937716620037819,0.49688583100189093,2,1.5,1.4,4096
adamw,4000,0.018641581630475367,0.9967304152656468,0.4983652076328234,2,1.5,1.4,4096
adamw,8000,0.003966611299882369,1.023040561438605,0.5115202807193024,2,1.5,1.4,4096
sgd,250,0.8836146119330244,0.0,0.0,3,1.5,1.4,4096
sgd,500,0.7104633371413849,0.0,0.0,3,1.5,1.4,4096
sgd,1000,0.5726249812962765,0.0,0.0,3,1.5,1.4,4096
sgd,2000,0.4622018496175884,0.0,0.0,3,1.5,1.4,4096
sgd,4000,0.36936354929564147,0.0,0.0,3,1.5,1.4,4096
sgd,8000,0.2902832188067103,0.0,0.0,3,1.5,1.4,4096
oracle,250,1.2537824103370148,1.0,0.5,3,1.5,1.4,4096
oracle,500,0.8439700799999136,1.0,0.5,3,1.5,1.4,4096
oracle,1000,0.5594749437609194,1.0,0.5,3,1.5,1.4,4096
oracle,2000,0.3600107793841126,1.0,0.5,3,1.5,1.4,4096
oracle,4000,0.2254436000574191,1.0,0.5,3,1.5,1.4,4096
oracle,8000,0.1301406620021459,1.0,0.5,3,1.5,1.4,4096
frozen_rmsprop,250,1.7043316803381394,1.0,0.5,3,1.5,1.4,4096
frozen_rmsprop,500,1.116434353467766,1.0,0.5,3,1.5,1.4,4096
frozen_rmsprop,1000,0.6372415329978455,1.0,0.5,3,1.5,1.4,4096
frozen_rmsprop,2000,0.376069610259044,1.0,0.5,3,1.5,1.4,4096
frozen_rmsprop,4000,0.22730970643464352,1.0,0.5,3,1.5,1.4,4096
frozen_rmsprop,8000,0.13129811774140124,1.0,0.5,3,1.5,1.4,4096
rmsprop,250,0.5483732767745788,1.0032381044866703,0.5016190522433351,3,1.5,1.4,4096
rmsprop,500,0.3156998696873219,1.0064474052046732,0.5032237026023366,3,1.5,1.4,4096
rmsprop,1000,0.16032518042851646,1.0038795876815418,0.5019397938407709,3,1.5,1.4,4096
rmsprop,2000,0.0650832853970667,1.0026932333320646,0.5013466166660323,3,1.5,1.4,4096
rmsprop,4000,0.01777939965625016,1.0167079882236632,0.5083539941118316,3,1.5,1.4,4096
rmsprop,8000,0.003430178010819556,0.9854523974170118,0.4927261987085059,3,1.5,1.4,4096
adam,250,0.7815954181992991,1.0012124234927742,0.5006062117463871,3,1.5,1.4,4096
adam,500,0.3852033726886756,1.0137339126254763,0.5068669563127381,3,1.5,1.4,4096
adam,1000,0.1851095513704882,1.0041799966419815,0.5020899983209908,3,1.5,1.4,4096
adam,2000,0.07083032348386507,0.9984620756945987,0.49923103784729933,3,1.5,1.4,4096
adam,4000,0.01835211106892521,0.9899926215994795,0.49499631079973977,3,1.5,1.4,4096
adam,8000,0.0038446694210843156,1.005769774427447,0.5028848872137235,3,1.5,1.4,4096
adamw,250,0.7937543756413926,1.0045597271194824,0.5022798635597412,3,1.5,1.4,4096
adamw,500,0.3978182701475991,1.005991593348517,0.5029957966742585,3,1.5,1.4,4096
adamw,1000,0.1875222874016073,1.0021114877423405,0.5010557438711702,3,1.5,1.4,4096
adamw,2000,0.0723256682600459,0.9975741964518597,0.49878709822592987,3,1.5,1.4,4096
adamw,4000,0.018510321950202566,0.9853177841375361,0.49265889206876806,3,1.5,1.4,4096
adamw,8000,0.0038594984609034194,1.0048208979175042,0.5024104489587521,3,1.5,1.4,4096
sgd,250,0.8655838111678293,0.0,0.0,4,1.5,1.4,4096
sgd,500,0.7049614279759446,0.0,0.0,4,1.5,1.4,4096
sgd,1000,0.5711860842195728,0.0,0.0,4,1.5,1.4,4096
sgd,2000,0.45959890863171815,0.0,0.0,4,1.5,1.4,4096
sgd,4000,0.36723186150407466,0.0,0.0,4,1.5,1.4,4096
sgd,8000,0.29026819197566,0.0,0.0,4,1.5,1.4,4096
oracle,250,1.3065852767403605,1.0,0.5,4,1.5,1.4,4096
oracle,500,0.8655717262539644,1.0,0.5,4,1.5,1.4,4096
oracle,1000,0.5670380654924422,1.0,0.5,4,1.5,1.4,4096
oracle,2000,0.36144414023808574,1.0,0.5,4,1.5,1.4,4096
oracle,4000,0.2230517478700245,1.0,0.5,4,1.5,1.4,4096
oracle,8000,0.12920027988830726,1.0,0.5,4,1.5,1.4,4096
frozen_rmsprop,250,1.659739228581333,1.0,0.5,4,1.5,1.4,4096
frozen_rmsprop,500,1.0697209179045974,1.0,0.5,4,1.5,1.4,4096
frozen_rmsprop,1000,0.6126375824276273,1.0,0.5,4,1.5,1.4,4096
frozen_rmsprop,2000,0.3678399141572478,1.0,0.5,4,1.5,1.4,4096
frozen_rmsprop,4000,0.2254631457973337,1.0,0.5,4,1.5,1.4,4096
frozen_rmsprop,8000,0.13041640685035685,1.0,0.5,4,1.5,1.4,4096
rmsprop,250,0.523315924968522,1.00272972805699,0.501364864028495,4,1.5,1.4,4096
rmsprop,500,0.3134682552291801,1.004791888428511,0.5023959442142555,4,1.5,1.4,4096
rmsprop,1000,0.16225582022043974,1.008925824686258,0.504462912343129,4,1.5,1.4,4096
rmsprop,2000,0.06503874765753287,0.9930704202436917,0.49653521012184587,4,1.5,1.4,4096
rmsprop,4000,0.01700073833134482,0.9843375523151899,0.49216877615759497,4,1.5,1.4,4096
rmsprop,8000,0.0034720715909180447,1.0402251966362173,0.5201125983181086,4,1.5,1.4,4096
adam,250,0.7889780341487762,1.0049687313193107,0.5024843656596554,4,1.5,1.4,4096
adam,500,0.39819382888998917,1.0088637396111115,0.5044318698055558,4,1.5,1.4,4096
adam,1000,0.18777465947844516,1.013710179042365,0.5068550895211825,4,1.5,1.4,4096
adam,2000,0.07169101750910367,1.0027837069083625,0.5013918534541812,4,1.5,1.4,4096
adam,4000,0.01843631846684153,1.0064097305025888,0.5032048652512944,4,1.5,1.4,4096
adam,8000,0.0034046841557148324,1.0128644532707685,0.5064322266353842,4,1.5,1.4,4096
adamw,250,0.7907492674961744,1.000054917347215,0.5000274586736075,4,1.5,1.4,4096
adamw,500,0.3976469330362377,0.9975331281565123,0.49876656407825615,4,1.5,1.4,4096
adamw,1000,0.18635143098728785,1.0139150069656881,0.5069575034828441,4,1.5,1.4,4096
adamw,2000,0.07273922776645673,0.9862980790782111,0.49314903953910555,4,1.5,1.4,4096
adamw,4000,0.018757290396154622,0.9964529965632531,0.4982264982816266,4,1.5,1.4,4096
adamw,8000,0.003511014672354041,0.9837723160220891,0.49188615801104457,4,1.5,1.4,4096
