optimizer,lr,step,excess_risk,q_eff,alpha_orig,alpha_eff,case,trial,a,b,dimension
adam,0.003,8000,0.0005772463953493917,0.4906191784956624,1.4999998579167353,0.7640711598820162,aligned,0,1.5,1.4,256
adam,0.01,250,0.22979037016515216,0.5204510911145339,1.4999998579167353,0.7193232951923246,aligned,0,1.5,1.4,256
adam,0.01,500,0.05317156262707912,0.5119605451617719,1.4999998579167353,0.7320591129151032,aligned,0,1.5,1.4,256
adam,0.01,1000,0.0016973086293905234,0.4924747025965883,1.4999998579167353,0.7612878739942663,aligned,0,1.5,1.4,256
adam,0.01,2000,0.002340712179569226,0.4893220647777161,1.4999998579167353,0.7660168302746375,aligned,0,1.5,1.4,256
adam,0.01,4000,0.001557493751970689,0.4959229694164906,1.4999998579167353,0.756115474254354,aligned,0,1.5,1.4,256
adam,0.01,8000,0.00217433182968223,0.49694819841673876,1.4999998579167353,0.7545776308996496,aligned,0,1.5,1.4,256
adamw,0.001,250,2.0818576599459675,0.5147392248177933,1.4999998579167353,0.7278910938258749,aligned,0,1.5,1.4,256
adamw,0.001,500,1.4843398788680924,0.5179326118850551,1.4999998579167353,0.7231010136787089,aligned,0,1.5,1.4,256
adamw,0.001,1000,0.7130466711224273,0.5257961024535933,1.4999998579167353,0.711305778943172,aligned,0,1.5,1.4,256
adamw,0.001,2000,0.24332623684528462,0.5298319050397553,1.4999998579167353,0.705252075637349,aligned,0,1.5,1.4,256
adamw,0.001,4000,0.043621950082056465,0.492712574790523,1.4999998579167353,0.760931065737162,aligned,0,1.5,1.4,256
adamw,0.001,8000,0.00045000893924451084,0.4886882251237562,1.4999998579167353,0.7669675896655194,aligned,0,1.5,1.4,256
adamw,0.003,250,1.0522923883866888,0.506752557269868,1.4999998579167353,0.739871094012991,aligned,0,1.5,1.4,256
adamw,0.003,500,0.4399867756569852,0.5141041785770395,1.4999998579167353,0.7288436630967761,aligned,0,1.5,1.4,256
adamw,0.003,1000,0.13188105958503718,0.5168545517078131,1.4999998579167353,0.7247181037913977,aligned,0,1.5,1.4,256
adamw,0.003,2000,0.009316725914756071,0.49065232830393013,1.4999998579167353,0.7640214351743247,aligned,0,1.5,1.4,256
adamw,0.003,4000,0.0005295856696657273,0.4903309432162012,1.4999998579167353,0.7645035127602546,aligned,0,1.5,1.4,256
adamw,0.003,8000,0.00043594267778450683,0.4993435268010319,1.4999998579167353,0.750984638663546,aligned,0,1.5,1.4,256
adamw,0.01,250,0.2287445415290602,0.521458422635093,1.4999998579167353,0.7178122980546109,aligned,0,1.5,1.4,256
adamw,0.01,500,0.05035926170123391,0.5085169091842109,1.4999998579167353,0.7372245663921616,aligned,0,1.5,1.4,256
adamw,0.01,1000,0.0016777878130161436,0.49963600106932504,1.4999998579167353,0.750545927302662,aligned,0,1.5,1.4,256
adamw,0.01,2000,0.001436088384680274,0.5034874422441302,1.4999998579167353,0.7447687660876796,aligned,0,1.5,1.4,256
adamw,0.01,4000,0.0016890252467441343,0.4889995311872316,1.4999998579167353,0.7665006306145378,aligned,0,1.5,1.4,256
adamw,0.01,8000,0.0019961439722884005,0.4932461913566294,1.4999998579167353,0.7601306409638203,aligned,0,1.5,1.4,256
coord_oracle,0.001,250,2.1949020297259727,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,0,1.5,1.4,256
coord_oracle,0.001,500,1.7593797851903294,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,0,1.5,1.4,256
coord_oracle,0.001,1000,1.243005814565174,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,0,1.5,1.4,256
coord_oracle,0.001,2000,0.7925525727317919,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,0,1.5,1.4,256
coord_oracle,0.001,4000,0.4686518533074571,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,0,1.5,1.4,256
coord_oracle,0.001,8000,0.25716348002864053,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,0,1.5,1.4,256
coord_oracle,0.003,250,1.4622697948964856,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,0,1.5,1.4,256
coord_oracle,0.003,500,0.9680118034707884,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,0,1.5,1.4,256
coord_oracle,0.003,1000,0.5922992038365826,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,0,1.5,1.4,256
coord_oracle,0.003,2000,0.33433190124124434,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,0,1.5,1.4,256
coord_oracle,0.003,4000,0.1681317813553097,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,0,1.5,1.4,256
coord_oracle,0.003,8000,0.06746252068421364,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,0,1.5,1.4,256
coord_oracle,0.01,250,0.6633287366521334,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,0,1.5,1.4,256
coord_oracle,0.01,500,0.39053133960594255,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,0,1.5,1.4,256
coord_oracle,0.01,1000,0.20305031835080994,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,0,1.5,1.4,256
coord_oracle,0.01,2000,0.08785112289576996,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,0,1.5,1.4,256
coord_oracle,0.01,4000,0.02689551349600482,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,0,1.5,1.4,256
coord_oracle,0.01,8000,0.00423478673248061,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,0,1.5,1.4,256
spectral_oracle,0.001,250,2.2108055633640147,0.5,1.4999998579167353,0.7499999289583676,aligned,0,1.5,1.4,256
spectral_oracle,0.001,500,1.7784720053337042,0.5,1.4999998579167353,0.7499999289583676,aligned,0,1.5,1.4,256
spectral_oracle,0.001,1000,1.2648682429124556,0.5,1.4999998579167353,0.7499999289583676,aligned,0,1.5,1.4,256
spectral_oracle,0.001,2000,0.799203238760537,0.5,1.4999998579167353,0.7499999289583676,aligned,0,1.5,1.4,256
spectral_oracle,0.001,4000,0.47161134739374305,0.5,1.4999998579167353,0.7499999289583676,aligned,0,1.5,1.4,256
spectral_oracle,0.001,8000,0.25563932932704103,0.5,1.4999998579167353,0.7499999289583676,aligned,0,1.5,1.4,256
spectral_oracle,0.003,250,1.4563865528490454,0.5,1.4999998579167353,0.7499999289583676,aligned,0,1.5,1.4,256
spectral_oracle,0.003,500,0.9645239876130867,0.5,1.4999998579167353,0.7499999289583676,aligned,0,1.5,1.4,256
spectral_oracle,0.003,1000,0.5854278847056906,0.5,1.4999998579167353,0.7499999289583676,aligned,0,1.5,1.4,256
spectral_oracle,0.003,2000,0.3339659416795844,0.5,1.4999998579167353,0.7499999289583676,aligned,0,1.5,1.4,256
spectral_oracle,0.003,4000,0.16903133060990894,0.5,1.4999998579167353,0.7499999289583676,aligned,0,1.5,1.4,256
spectral_oracle,0.003,8000,0.06778095842881332,0.5,1.4999998579167353,0.7499999289583676,aligned,0,1.5,1.4,256
spectral_oracle,0.01,250,0.6706309991334553,0.5,1.4999998579167353,0.7499999289583676,aligned,0,1.5,1.4,256
spectral_oracle,0.01,500,0.3845033211847698,0.5,1.4999998579167353,0.7499999289583676,aligned,0,1.5,1.4,256
spectral_oracle,0.01,1000,0.20396963873256574,0.5,1.4999998579167353,0.7499999289583676,aligned,0,1.5,1.4,256
spectral_oracle,0.01,2000,0.08808619023994413,0.5,1.4999998579167353,0.7499999289583676,aligned,0,1.5,1.4,256
spectral_oracle,0.01,4000,0.02703109453663167,0.5,1.4999998579167353,0.7499999289583676,aligned,0,1.5,1.4,256
spectral_oracle,0.01,8000,0.0042783327314267145,0.5,1.4999998579167353,0.7499999289583676,aligned,0,1.5,1.4,256
sgd,0.03,250,0.8148251694416287,0.0,1.4999998579167353,1.4999998579167353,aligned,1,1.5,1.4,256
sgd,0.03,500,0.6371083414799681,0.0,1.4999998579167353,1.4999998579167353,aligned,1,1.5,1.4,256
sgd,0.03,1000,0.4878848850300996,0.0,1.4999998579167353,1.4999998579167353,aligned,1,1.5,1.4,256
sgd,0.03,2000,0.3583187599394819,0.0,1.4999998579167353,1.4999998579167353,aligned,1,1.5,1.4,256
sgd,0.03,4000,0.25586225405190743,0.0,1.4999998579167353,1.4999998579167353,aligned,1,1.5,1.4,256
sgd,0.03,8000,0.17008886500507342,0.0,1.4999998579167353,1.4999998579167353,aligned,1,1.5,1.4,256
sgd,0.1,250,0.5252815379260715,0.0,1.4999998579167353,1.4999998579167353,aligned,1,1.5,1.4,256
sgd,0.1,500,0.394221595712419,0.0,1.4999998579167353,1.4999998579167353,aligned,1,1.5,1.4,256
sgd,0.1,1000,0.28199014134342665,0.0,1.4999998579167353,1.4999998579167353,aligned,1,1.5,1.4,256
sgd,0.1,2000,0.19163076805243962,0.0,1.4999998579167353,1.4999998579167353,aligned,1,1.5,1.4,256
sgd,0.1,4000,0.11986668692437202,0.0,1.4999998579167353,1.4999998579167353,aligned,1,1.5,1.4,256
sgd,0.1,8000,0.06493863247957597,0.0,1.4999998579167353,1.4999998579167353,aligned,1,1.5,1.4,256
rmsprop,0.001,250,1.786575737197254,0.5022927049638211,1.4999998579167353,0.7465608718383911,aligned,1,1.5,1.4,256
rmsprop,0.001,500,1.246207848618944,0.5040035925544882,1.4999998579167353,0.7439945406954788,aligned,1,1.5,1.4,256
rmsprop,0.001,1000,0.6120007444279417,0.5195925244111246,1.4999998579167353,0.7206111451254505,aligned,1,1.5,1.4,256
rmsprop,0.001,2000,0.21857653724730566,0.5216682145464361,1.4999998579167353,0.7174976102174042,aligned,1,1.5,1.4,256
rmsprop,0.001,4000,0.03912506647968207,0.498680685032562,1.4999998579167353,0.7519789012220721,aligned,1,1.5,1.4,256
rmsprop,0.001,8000,0.0003637799368958797,0.48515660101201663,1.4999998579167353,0.7722650253313441,aligned,1,1.5,1.4,256
rmsprop,0.003,250,0.6684509789619828,0.5095474475247652,1.4999998579167353,0.7356787590277523,aligned,1,1.5,1.4,256
rmsprop,0.003,500,0.3186160581320147,0.5160215438533909,1.4999998579167353,0.7259676154546745,aligned,1,1.5,1.4,256
rmsprop,0.003,1000,0.09988605426674863,0.5105675961840498,1.4999998579167353,0.7341485361837715,aligned,1,1.5,1.4,256
rmsprop,0.003,2000,0.006484119137652938,0.4893362879465565,1.4999998579167353,0.765995495523398,aligned,1,1.5,1.4,256
rmsprop,0.003,4000,0.0004242928829524101,0.4955096745938866,1.4999998579167353,0.7567354164295377,aligned,1,1.5,1.4,256
rmsprop,0.003,8000,0.00043365462756702033,0.48878483963052055,1.4999998579167353,0.7668226679191001,aligned,1,1.5,1.4,256
rmsprop,0.01,250,0.10895972426105677,0.5167852476931747,1.4999998579167353,0.7248220598035083,aligned,1,1.5,1.4,256
rmsprop,0.01,500,0.022894871003724514,0.49412719850723663,1.4999998579167353,0.7588091303630858,aligned,1,1.5,1.4,256
rmsprop,0.01,1000,0.0017818889150640897,0.49740936628993315,1.4999998579167353,0.7538858791553823,aligned,1,1.5,1.4,256
rmsprop,0.01,2000,0.0018675807126132997,0.5029711305453743,1.4999998579167353,0.745543233562454,aligned,1,1.5,1.4,256
rmsprop,0.01,4000,0.0019845226394767444,0.493730972093532,1.4999998579167353,0.7594034699273458,aligned,1,1.5,1.4,256
rmsprop,0.01,8000,0.001812019834831498,0.49867247652277635,1.4999998579167353,0.7519912139855843,aligned,1,1.5,1.4,256
adam,0.001,250,2.048366529892651,0.5063895532514968,1.4999998579167353,0.7404155999889709,aligned,1,1.5,1.4,256
adam,0.001,500,1.463947263186609,0.5133608666178704,1.4999998579167353,0.7299586309299176,aligned,1,1.5,1.4,256
adam,0.001,1000,0.7136311483501135,0.5205353759300269,1.4999998579167353,0.7191968679810606,aligned,1,1.5,1.4,256
adam,0.001,2000,0.23894602461100736,0.5187042976191004,1.4999998579167353,0.7219434851872847,aligned,1,1.5,1.4,256
adam,0.001,4000,0.04210103728256289,0.49146262248096284,1.4999998579167353,0.7628059940239049,aligned,1,1.5,1.4,256
adam,0.001,8000,0.00039641990901289833,0.48794929088851013,1.4999998579167353,0.7680759909133983,aligned,1,1.5,1.4,256
adam,0.003,250,1.0463472111075005,0.5070222012496924,1.4999998579167353,0.7394666280815663,aligned,1,1.5,1.4,256
adam,0.003,500,0.4358971411752365,0.5069034355881841,1.4999998579167353,0.7396447765569542,aligned,1,1.5,1.4,256
adam,0.003,1000,0.13111504553160708,0.5229063732820463,1.4999998579167353,0.7156403722899105,aligned,1,1.5,1.4,256
adam,0.003,2000,0.008833760505966123,0.4881663486512877,1.4999998579167353,0.7677504043000722,aligned,1,1.5,1.4,256
adam,0.003,4000,0.000506989500952881,0.5002112366297243,1.4999998579167353,0.7496830740437943,aligned,1,1.5,1.4,256
adam,0.003,8000,0.0003932003565970541,0.4929234415035293,1.4999998579167353,0.7606147656976131,aligned,1,1.5,1.4,256
adam,0.01,250,0.21990881174122812,0.5210469152349619,1.4999998579167353,0.7184295590963391,aligned,1,1.5,1.4,256
adam,0.01,500,0.050033400774523194,0.5194762973134548,1.4999998579167353,0.7207854857554414,aligned,1,1.5,1.4,256
adam,0.01,1000,0.0015997209067084813,0.4907939689687414,1.4999998579167353,0.7638089741972326,aligned,1,1.5,1.4,256
adam,0.01,2000,0.002155645754303639,0.4961126259254379,1.4999998579167353,0.75583098951788,aligned,1,1.5,1.4,256
adam,0.01,4000,0.0015238420437682224,0.4926451036494659,1.4999998579167353,0.761032272439161,aligned,1,1.5,1.4,256
adam,0.01,8000,0.0015278702723807317,0.49280679310219644,1.4999998579167353,0.7607897382830386,aligned,1,1.5,1.4,256
adamw,0.001,250,2.0644240349787952,0.5126614293222923,1.4999998579167353,0.7310077867739064,aligned,1,1.5,1.4,256
adamw,0.001,500,1.4731131305025973,0.5173537992677723,1.4999998579167353,0.7239692325223938,aligned,1,1.5,1.4,256
adamw,0.001,1000,0.7067606589984541,0.5186592542343307,1.4999998579167353,0.7220110502580394,aligned,1,1.5,1.4,256
adamw,0.001,2000,0.24001404114976357,0.5157943017593407,1.4999998579167353,0.7263084785634625,aligned,1,1.5,1.4,256
adamw,0.001,4000,0.04360708205017991,0.4902905048348365,1.4999998579167353,0.7645641703265561,aligned,1,1.5,1.4,256
adamw,0.001,8000,0.0004400016598856368,0.4942121672073211,1.4999998579167353,0.7586816773250319,aligned,1,1.5,1.4,256
adamw,0.003,250,1.0760583415163822,0.5163797427721358,1.4999998579167353,0.7254303171274512,aligned,1,1.5,1.4,256
adamw,0.003,500,0.4307267814959802,0.5180101383821996,1.4999998579167353,0.7229847239440075,aligned,1,1.5,1.4,256
adamw,0.003,1000,0.12495705503822892,0.5088971930447861,1.4999998579167353,0.7366541406553306,aligned,1,1.5,1.4,256
adamw,0.003,2000,0.008303888404018179,0.49818286887387286,1.4999998579167353,0.7527256253893744,aligned,1,1.5,1.4,256
adamw,0.003,4000,0.0003395213035535431,0.5002593507654265,1.4999998579167353,0.7496109028470772,aligned,1,1.5,1.4,256
adamw,0.003,8000,0.000443986055278471,0.49658197152835415,1.4999998579167353,0.7551269711801918,aligned,1,1.5,1.4,256
adamw,0.01,250,0.23213528137485948,0.5195678603371923,1.4999998579167353,0.7206481412328447,aligned,1,1.5,1.4,256
adamw,0.01,500,0.05080865979520716,0.5083366213088606,1.4999998579167353,0.7374949981795711,aligned,1,1.5,1.4,256
adamw,0.01,1000,0.0017976494470467548,0.4921269972814767,1.4999998579167353,0.7618094319175307,aligned,1,1.5,1.4,256
adamw,0.01,2000,0.001591141029930834,0.4997935246585574,1.4999998579167353,0.7503096419411948,aligned,1,1.5,1.4,256
adamw,0.01,4000,0.0014758635535975237,0.49905443226473967,1.4999998579167353,0.7514182804269087,aligned,1,1.5,1.4,256
adamw,0.01,8000,0.0017958387745216748,0.49027599180091797,1.4999998579167353,0.7645859398753719,aligned,1,1.5,1.4,256
coord_oracle,0.001,250,2.1869802166441437,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,1,1.5,1.4,256
coord_oracle,0.001,500,1.7758243988088598,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,1,1.5,1.4,256
coord_oracle,0.001,1000,1.2468177083478822,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,1,1.5,1.4,256
coord_oracle,0.001,2000,0.7922020982210236,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,1,1.5,1.4,256
coord_oracle,0.001,4000,0.4725260256714821,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,1,1.5,1.4,256
coord_oracle,0.001,8000,0.25818826922301685,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,1,1.5,1.4,256
coord_oracle,0.003,250,1.4641273519392768,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,1,1.5,1.4,256
coord_oracle,0.003,500,0.966439428564199,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,1,1.5,1.4,256
coord_oracle,0.003,1000,0.5887218385411497,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,1,1.5,1.4,256
coord_oracle,0.003,2000,0.3375783855320583,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,1,1.5,1.4,256
coord_oracle,0.003,4000,0.16909954729323698,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,1,1.5,1.4,256
coord_oracle,0.003,8000,0.06762418684250229,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,1,1.5,1.4,256
coord_oracle,0.01,250,0.6848104129600306,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,1,1.5,1.4,256
coord_oracle,0.01,500,0.40145395232740383,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,1,1.5,1.4,256
coord_oracle,0.01,1000,0.20704493611115832,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,1,1.5,1.4,256
coord_oracle,0.01,2000,0.08847586763056785,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,1,1.5,1.4,256
coord_oracle,0.01,4000,0.027058239045819457,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,1,1.5,1.4,256
coord_oracle,0.01,8000,0.00421337891319788,0.4999952639540368,1.4999998579167353,0.7500070330266395,aligned,1,1.5,1.4,256
spectral_oracle,0.001,250,2.21112675046622,0.5,1.4999998579167353,0.7499999289583676,aligned,1,1.5,1.4,256
spectral_oracle,0.001,500,1.7633361051774914,0.5,1.4999998579167353,0.7499999289583676,aligned,1,1.5,1.4,256
spectral_oracle,0.001,1000,1.2488659743623516,0.5,1.4999998579167353,0.7499999289583676,aligned,1,1.5,1.4,256
spectral_oracle,0.001,2000,0.7936775062550394,0.5,1.4999998579167353,0.7499999289583676,aligned,1,1.5,1.4,256
spectral_oracle,0.001,4000,0.4693317522455417,0.5,1.4999998579167353,0.7499999289583676,aligned,1,1.5,1.4,256
spectral_oracle,0.001,8000,0.25476294704056457,0.5,1.4999998579167353,0.7499999289583676,aligned,1,1.5,1.4,256
spectral_oracle,0.003,250,1.500617829418057,0.5,1.4999998579167353,0.7499999289583676,aligned,1,1.5,1.4,256
spectral_oracle,0.003,500,0.9722521541398321,0.5,1.4999998579167353,0.7499999289583676,aligned,1,1.5,1.4,256
spectral_oracle,0.003,1000,0.5952366199173447,0.5,1.4999998579167353,0.7499999289583676,aligned,1,1.5,1.4,256
spectral_oracle,0.003,2000,0.33780265927763997,0.5,1.4999998579167353,0.7499999289583676,aligned,1,1.5,1.4,256
spectral_oracle,0.003,4000,0.1682377903378825,0.5,1.4999998579167353,0.7499999289583676,aligned,1,1.5,1.4,256
spectral_oracle,0.003,8000,0.06835988479886393,0.5,1.4999998579167353,0.7499999289583676,aligned,1,1.5,1.4,256
spectral_oracle,0.01,250,0.6937098952759603,0.5,1.4999998579167353,0.7499999289583676,aligned,1,1.5,1.4,256
spectral_oracle,0.01,500,0.38999603572025543,0.5,1.4999998579167353,0.7499999289583676,aligned,1,1.5,1.4,256
spectral_oracle,0.01,1000,0.2069800836108389,0.5,1.4999998579167353,0.7499999289583676,aligned,1,1.5,1.4,256
spectral_oracle,0.01,2000,0.08881881818399308,0.5,1.4999998579167353,0.7499999289583676,aligned,1,1.5,1.4,256
spectral_oracle,0.01,4000,0.02734889390605692,0.5,1.4999998579167353,0.7499999289583676,aligned,1,1.5,1.4,256
spectral_oracle,0.01,8000,0.0042451992823698895,0.5,1.4999998579167353,0.7499999289583676,aligned,1,1.5,1.4,256
sgd,0.03,250,0.8101731192957995,0.0,1.4999998579167353,1.4999998579167353,aligned,2,1.5,1.4,256
sgd,0.03,500,0.629649906500847,0.0,1.4999998579167353,1.4999998579167353,aligned,2,1.5,1.4,256
sgd,0.03,1000,0.48290133356698295,0.0,1.4999998579167353,1.4999998579167353,aligned,2,1.5,1.4,256
sgd,0.03,2000,0.36114214971232256,0.0,1.4999998579167353,1.4999998579167353,aligned,2,1.5,1.4,256
sgd,0.03,4000,0.25481747392394266,0.0,1.4999998579167353,1.4999998579167353,aligned,2,1.5,1.4,256
sgd,0.03,8000,0.17052869396717396,0.0,1.4999998579167353,1.4999998579167353,aligned,2,1.5,1.4,256
sgd,0.1,250,0.5225811734478361,0.0,1.4999998579167353,1.4999998579167353,aligned,2,1.5,1.4,256
sgd,0.1,500,0.3891601112324806,0.0,1.4999998579167353,1.4999998579167353,aligned,2,1.5,1.4,256
sgd,0.1,1000,0.281184841197643,0.0,1.4999998579167353,1.4999998579167353,aligned,2,1.5,1.4,256
sgd,0.1,2000,0.19293989722915017,0.0,1.4999998579167353,1.4999998579167353,aligned,2,1.5,1.4,256
sgd,0.1,4000,0.11888531768826219,0.0,1.4999998579167353,1.4999998579167353,aligned,2,1.5,1.4,256
sgd,0.1,8000,0.0644737769745305,0.0,1.4999998579167353,1.4999998579167353,aligned,2,1.5,1.4,256
rmsprop,0.001,250,1.7370673934383887,0.5015077303963451,1.4999998579167353,0.7477383335780733,aligned,2,1.5,1.4,256
rmsprop,0.001,500,1.2256140318512625,0.5195062015572827,1.4999998579167353,0.7207406293939485,aligned,2,1.5,1.4,256
rmsprop,0.001,1000,0.5970352046297793,0.5147330833830319,1.4999998579167353,0.7279003059771444,aligned,2,1.5,1.4,256
rmsprop,0.001,2000,0.21564272726987987,0.517620172622527,1.4999998579167353,0.7235696725281088,aligned,2,1.5,1.4,256
rmsprop,0.001,4000,0.037855580248996226,0.4874865944254889,1.4999998579167353,0.7687700355421887,aligned,2,1.5,1.4,256
rmsprop,0.001,8000,0.00038667043343965524,0.4964667036677901,1.4999998579167353,0.7552998729546603,aligned,2,1.5,1.4,256
